Nome da Faixa,Cantor ou Compositor,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Genero_Avant-Garde,Genero_Blues,Genero_Children's,Genero_Classical,Genero_Comedy/Spoken,Genero_Country,Genero_Easy Listening,Genero_Electronic,Genero_Folk,Genero_Holiday,Genero_International,Genero_Jazz,Genero_Latin,Genero_New Age,Genero_Pop/Rock,Genero_R&B,Genero_Rap,Genero_Reggae,Genero_Religious,Genero_Stage & Screen,Genero_Vocal,Quadrante_Q1,Quadrante_Q2,Quadrante_Q3,Quadrante_Q4
Reborn in Blasphemy,Dismember,2.436e-05,0.738,2.955,2.517,21,1.035,-12.006,3,0.396,343.35,12,1.107,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Red Lights; the Stop Light,Jimmy Reed,0.358,1.414,1.48,0.0,22,1.224,-8.622,0,0.1018,255.948,8,0.672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Red Red,Beenie Man,0.114,0.769,0.858,0.0,7,0.23,-2.572,1,0.101,99.947,4,0.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Redneck Stomp,Obituary,0.000256,0.245,0.861,0.871,2,0.216,-8.728,1,0.0415,91.056,4,0.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Reno; Nevada,Richard & Mimi Fariña,0.1646,1.184,1.672,0.0,18,0.274,-20.094,2,0.119,272.02,8,1.554,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Reptile,Dimmu Borgir,0.000134,0.171,0.922,0.0161,7,0.125,-5.986,0,0.087,122.672,3,0.0991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ride On,Don Williams,1.516,1.346,0.846,1.478,0,0.204,-22.498,2,0.0494,220.298,8,1.008,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ring; Telephone; Ring,The Ink Spots,0.0129,0.811,0.719,1.36e-05,9,0.0742,-6.553,1,0.0497,103.979,4,0.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Rivers of Babylon,Don Carlos,0.161,0.785,0.346,0.000149,11,0.0992,-16.723,0,0.0593,97.912,4,0.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Rock 'N' Roll Outlaw,Rose Tattoo,0.302,1.066,1.544,0.936,8,0.54,-23.176,2,0.0624,186.114,8,1.234,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Roll 'Em Pete,Jimmy Reed,1.788,1.454,0.47,0.001146,8,0.61,-29.83,2,0.067,196.532,8,1.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Rudolph the Red-Nosed Reindeer,Alvin & the Chipmunks,1.608,1.166,0.974,2.14e-05,20,1.364,-14.112,2,0.1134,271.892,8,1.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Run; Children; Run,Mike Seeger,0.02992,3.276,2.504,0.404,40,0.668,-18.296,0,0.808,572.04,16,1.66,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Runnin' Wild,Stéphane Grappelli,0.809,0.608,0.587,0.663,5,0.116,-6.673,1,0.0473,136.443,4,0.672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Sacramento & Polk,Alejandro Escovedo,1.786,0.932,0.352,1.816,20,0.228,-39.208,2,0.083,217.93,8,0.1812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Salt Peanuts,Dizzy Gillespie,0.919,0.701,0.393,0.384,5,0.0964,-9.868,1,0.155,75.908,4,0.791,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Sand and Foam,Donovan,1.072,1.156,0.462,0.0001122,6,0.212,-31.86,0,0.0782,156.698,8,0.248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Santa Baby,Boney James,2.872,2.368,1.5,9.4e-05,4,0.3848,-40.508,4,0.3204,287.272,16,1.616,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Satanic Blues,Bud Freeman,0.929,0.647,0.799,0.362,5,0.377,-8.508,1,0.108,94.819,4,0.893,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Scarborough Fair,Sergio Mendes,0.46499999999999997,2.0490000000000004,1.134,0.0486,0,0.2103,-52.349999999999994,0,0.0798,331.224,12,2.538,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Schwindel,Einstürzende Neubauten,0.0032,1.236,1.894,0.1634,18,0.804,-13.766,2,0.348,168.168,8,1.334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Scotch & Soda,The Kingston Trio,0.144,0.552,0.643,0.0027,9,0.0878,-14.523,1,0.14,136.764,4,0.763,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scrape the Surface,Extol,7.58e-06,0.652,1.862,0.344,12,0.586,-11.214,0,0.1106,188.69,2,1.234,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Sea of Vapours,Nusrat Fateh Ali Khan,1.59,0.342,0.00744,1.92,16,0.1758,-64.256,2,0.114,233.708,8,0.1326,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Searchin' for One Soul,Arrested Development,1.618,0.65,0.65,6.92e-05,14,1.356,-47.554,2,0.902,185.944,6,1.282,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
See You Again,Miley Cyrus,0.03,1.384,1.822,0.0001542,18,0.224,-10.196,0,0.354,277.95,8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Set Yourself On Fire,Stars,0.0483,0.192,0.695,0.422,3,0.148,-7.631,1,0.0451,162.125,4,0.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Sex Education,Lloyd,0.0337,0.664,0.553,8.64e-06,2,0.0917,-6.355,1,0.0445,72.527,4,0.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Shake It Well,The Dramatics,0.342,1.302,1.4,0.000268,12,0.1144,-24.208,2,0.55,356.01,8,1.896,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Shake Your Moneymaker,Elmore James,0.705,0.499,0.674,0.000273,2,0.0775,-5.484,1,0.0517,100.741,4,0.627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
She Suits Me to a Tee,Buddy Guy,0.612,0.651,0.591,5.72e-06,5,0.18,-12.255,1,0.0394,111.075,4,0.946,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shisheido,Fennesz,3.228,2.396,1.288,3.168,36,0.3788,-47.508,4,0.1328,479.852,16,0.824,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Shoe Box,Barenaked Ladies,0.0115,0.598,0.94,9.66e-06,2,0.143,-2.49,1,0.0604,153.104,4,0.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Shut Up,The Black Eyed Peas,0.1794,1.634,0.428,0.218,4,0.498,-20.55,0,0.0824,225.928,8,1.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
Si Nos Dejan,José Alfredo Jiménez,0.644,0.578,0.229,0.000149,0,0.186,-14.992,1,0.0308,108.693,4,0.591,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Sickness,Obituary,8.67e-05,0.301,0.993,0.00201,11,0.104,-4.891,1,0.161,102.973,4,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Silent Night,Paul Potts,1.846,0.594,0.422,0.0,14,0.244,-21.408,2,0.0674,290.724,10,0.414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Silent Night,Sara Evans,0.414,0.405,0.377,5.34e-05,7,0.104,-8.112,1,0.0284,77.849,3,0.124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Silent Night,The Louvin Brothers,1.894,0.946,0.38,0.0,0,0.382,-23.53,2,0.0518,187.228,6,0.53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Silver Bells,Kenny G,0.292,0.724,1.002,1.682,10,1.056,-19.74,2,0.0756,275.096,6,1.154,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Simple Man; Simple Dream,Linda Ronstadt,0.0732,0.844,1.504,0.000238,12,0.258,-17.364,2,0.0898,240.942,8,0.806,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Simple Things,Jim Brickman,0.426,1.244,1.192,5.02e-05,0,0.1684,-20.328,2,0.0644,184.018,8,1.236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Since I Fell for You,Gene Ammons,2.61,1.2449999999999999,1.155,1.35,15,2.1479999999999997,-32.796,0,0.1332,627.417,9,1.389,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Since I Fell for You,Jon Hendricks,1.78,0.736,0.272,1.418e-05,20,1.424,-37.134,2,0.0882,371.024,6,0.468,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Sittin' Here Drinking,Blind James Campbell,2.319,1.3980000000000001,1.185,0.0,18,0.357,-24.381,3,0.1677,245.93399999999997,12,1.365,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sitting in Limbo,Willie Nelson,1.71,2.073,1.965,0.00639,15,0.609,-22.086,3,0.1338,504.108,12,2.889,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Skeleton,Lila Downs,0.8190000000000001,1.9020000000000001,2.199,5.039999999999999e-05,27,0.996,-18.285,0,0.20729999999999998,342.07500000000005,12,1.6680000000000001,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Sleep Tight,Céline Dion,1.56,1.392,0.636,2.52e-05,20,0.206,-24.614,2,0.1026,248.14,8,0.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Sleep; Baby; Sleep,Lefty Frizzell,1.834,0.0,0.01664,2.0,14,0.222,-53.424,2,0.0,0.0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sling It to Tha Back,Juvenile,0.0108,0.738,0.658,0.000305,6,0.167,-10.383,1,0.15,85.095,4,0.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Sloppy Drunk Blues,Big Joe Williams,0.872,0.703,0.29,0.0156,3,0.0776,-14.38,1,0.0891,105.155,4,0.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Slow Burn,Spyro Gyra,0.852,1.382,0.964,1.536,6,0.1254,-30.304,0,0.0634,220.042,8,1.78,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Snuff,Slayer,9.01e-06,0.164,0.998,0.218,8,0.307,-1.823,1,0.132,179.605,4,0.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
So Fucked Up,Sloppy Seconds,0.00108,0.169,0.875,0.0215,0,0.627,-5.341,0,0.0654,199.603,4,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
So Jah Say,Dennis Brown,0.163,0.675,0.713,0.0,0,0.251,-6.37,1,0.0647,132.213,4,0.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
So Long,Jim Brickman,0.991,0.433,0.0886,0.906,7,0.103,-19.427,1,0.0561,128.969,4,0.0963,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
So Simple,Stacie Orrico,0.378,1.288,1.516,0.0,2,1.236,-7.588,2,0.125,183.746,8,1.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Sobremesa,Juan Luis Guerra,1.78,0.57,0.52,0.00097,18,0.298,-21.802,0,0.07,231.368,8,0.324,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Soft Mouth Vagina,Treponem Pal,1.84e-05,0.56,0.677,8.47e-06,0,0.107,-6.241,1,0.0481,136.904,4,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Solo; Solo Dire,Gipsy Kings,0.1076,1.568,0.972,0.994,10,0.202,-12.994,0,0.095,221.928,8,0.1788,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Some People,Ethel Merman,0.147,0.886,0.829,0.0155,5,0.0872,-6.954,1,0.0725,123.796,4,0.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Someday at Christmas,The Jackson 5,0.788,1.168,1.248,0.0,0,0.296,-14.156,2,0.0654,223.874,8,1.38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Someone Told My Story,Merle Haggard,0.695,0.631,0.396,2.65e-06,9,0.258,-11.597,1,0.0298,130.172,4,0.644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Somethings,Gang Green,0.000241,0.169,0.881,0.0853,4,0.1,-3.553,0,0.0607,170.987,4,0.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Song of the Dispossessed,Dead Can Dance,1.6590000000000003,2.0669999999999997,1.329,0.495,21,0.396,-32.163,3,0.1041,273.111,12,0.8819999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Sound of Music,Percy Faith,1.858,0.398,0.468,1.852,4,0.912,-36.054,2,0.0694,177.616,8,0.184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Soy,Gipsy Kings,0.65,1.294,1.88,0.000346,2,0.372,-16.528,0,0.1628,229.2,8,1.808,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Soy Loco por Ti América,Caetano Veloso,0.138,0.65,0.582,0.0,2,0.0621,-6.22,1,0.207,95.542,4,0.684,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Spirit Voices,Paul Simon,2.622,1.887,1.182,0.00486,0,0.306,-44.295,3,0.0945,323.71500000000003,12,2.445,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Spiritual Garden,Kitaro,1.654,0.1738,0.62,1.808,0,1.044,-26.25,2,0.0678,334.402,6,0.1368,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Squeeze Me,Diana Krall,1.218,0.946,0.092,2.16e-06,14,0.218,-38.342,2,0.0782,227.278,8,0.294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
St. Judy's Comet,Paul Simon,0.914,1.238,0.688,0.000704,18,0.1858,-37.912,2,0.0782,192.53,8,1.426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
St. Louis Blues,Benny Carter,1.758,0.862,0.37,0.902,10,1.388,-35.504,2,0.0878,270.218,8,0.65,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Station 5: The Pearl,Gatsbys American Dream,0.000191,0.521,0.931,0.0,11,0.354,-5.007,0,0.0319,139.965,4,0.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Steal Away,Z.Z. Hill,0.0737,0.451,0.569,0.0,10,0.08,-9.68,1,0.0353,184.854,3,0.582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Steppin' Out With My Baby,Fred Astaire,1.934,1.474,0.416,0.672,0,0.212,-33.95,0,0.476,180.594,8,1.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Stolen Moments,Ahmad Jamal,1.78,0.952,0.546,1.8,14,0.1956,-34.914,0,0.0668,235.558,8,0.328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Stubborn Kind of Fellow,Marvin Gaye,0.311,0.606,0.694,0.0,1,0.12,-8.665,1,0.0468,108.796,4,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Stupid; Stupid War,D.R.I.,0.0277,0.92,0.833,0.0,1,0.0596,-3.18,1,0.253,141.034,4,0.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Such a Sick Boy,One Man Army and the Undead Quartet,5.64e-05,1.6800000000000002,2.7960000000000003,0.015269999999999999,3,0.5700000000000001,-16.062,3,0.21660000000000001,299.709,12,1.9980000000000002,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Sunflower,Glen Campbell,0.23,1.51,1.572,0.00322,14,0.366,-18.902,2,0.061,258.762,8,1.958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Suppertime,Ella Fitzgerald,1.752,0.482,0.544,0.00954,0,1.224,-28.152,2,0.0838,172.74,8,0.302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Sweet Georgie Fame,Blossom Dearie,2.739,1.59,0.471,3.24e-05,6,1.605,-59.202000000000005,3,0.471,364.314,9,1.6230000000000002,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Sweet Papa Di,Dion,1.642,1.352,0.82,8.02e-06,4,0.364,-23.474,0,0.1442,213.122,8,1.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
TB Blues,Maria Muldaur,1.812,1.174,0.336,1.178e-05,20,0.5,-24.972,2,0.0668,153.49,8,0.99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Take Me in Your Arms,The Temptations,0.1204,1.29,1.38,0.0,12,0.612,-15.56,2,0.33,157.298,8,0.854,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Take This Ring,Toni Braxton,0.01102,0.938,1.922,0.000128,2,0.528,-8.74,2,0.634,378.288,8,1.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Take as Needed for Pain,Eyehategod,1.65e-05,0.243,0.756,0.463,0,0.322,-8.064,1,0.0432,130.959,4,0.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Talk That Talk; Pt. 1,The Rance Allen Group,0.272,1.544,1.814,0.0,6,0.668,-4.876,0,0.248,239.946,8,1.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Talk That Talk; Pt. 2,The Rance Allen Group,0.272,1.544,1.814,0.0,6,0.668,-4.876,0,0.248,239.946,8,1.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Teenage Warning,Angelic Upstarts,0.00581,0.19,0.963,0.0,7,0.114,-4.493,1,0.148,174.412,4,0.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Television,Baxter,0.0474,0.553,0.778,0.04,8,0.0805,-8.295,0,0.0531,160.124,4,0.49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Terra,Caetano Veloso,1.304,1.098,0.592,0.001384,0,0.224,-23.132,2,0.0674,242.584,8,0.378,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Texas Cookin',Guy Clark,1.05,1.666,1.408,0.0,4,0.1868,-16.452,0,0.1854,201.542,8,1.558,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Thank God I Found You,Mariah Carey,1.7759999999999998,1.044,1.596,0.0,30,0.318,-17.646,3,0.0993,387.89099999999996,12,0.44399999999999995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Thanks for the Memory,Rod Stewart,1.226,0.872,0.97,0.0,20,0.464,-16.456,2,0.076,193.594,8,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
That Old Black Magic,Sam Butera & the Witnesses,0.5549999999999999,1.989,1.035,8.700000000000001e-06,0,0.618,-40.488,3,0.534,372.303,12,2.3970000000000002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
The Becoming,Little Brother,0.363,0.658,0.785,0.0,1,0.306,-6.458,1,0.395,89.465,4,0.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
The Booglie Wooglie Piggy,Glenn Miller,0.957,0.541,0.373,0.00254,5,0.131,-11.133,1,0.0401,143.512,3,0.753,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Briar and the Rose,Tom Waits,1.97,0.6,0.1286,1.17,14,0.248,-38.8,2,0.0796,273.122,8,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
The Bridge,Quintron,0.11,0.451,0.733,0.886,10,0.099,-8.823,0,0.137,98.602,3,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
The Bumper of My SUV,Chely Wright,0.848,0.435,0.269,0.0,10,0.12,-8.555,1,0.0404,166.405,3,0.255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Butcher,Leonard Cohen,1.916,1.064,0.1962,0.001836,8,0.224,-30.768,2,0.0762,178.12,8,0.272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Cat's Dreamin',Clifton Chenier,0.864,0.536,0.335,0.00205,7,0.111,-15.117,1,0.0338,68.477,4,0.951,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Christmas Song,David Banner,0.0137,0.614,0.75,0.0,7,0.727,-5.234,1,0.228,174.138,4,0.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Christmas Song,Nat King Cole,1.84,0.638,0.42,0.0001612,2,0.276,-30.462,2,0.0682,157.392,8,0.418,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
The Crawl,Placebo,0.737,0.674,0.356,0.473,3,0.115,-14.694,0,0.0306,130.737,4,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Elephant Is Dead (Bush),Bill Hicks,0.934,0.507,0.502,3.65e-06,5,0.202,-14.371,0,0.922,79.427,4,0.588,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Elephant Riders,Clutch,0.0919,0.495,0.816,6.97e-05,9,0.472,-6.51,1,0.037,91.037,4,0.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
The Facts of Life,Black Box Recorder,0.00151,0.619,0.508,1.27e-05,8,0.084,-10.014,1,0.0332,139.012,4,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Game,Cliff Richard,1.782,0.858,0.416,9.34e-05,4,0.316,-32.14,2,0.0602,215.236,6,0.97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Garden,Vern Gosdin,0.596,0.457,0.249,0.000276,2,0.105,-13.168,1,0.0263,89.957,3,0.432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Girls from Texas,Ry Cooder,0.315,1.98,1.407,0.0,0,0.342,-52.764,3,0.1845,326.99699999999996,12,2.493,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
The Good; the Bad; and the Ugly (Titles),Accademia di Santa Cecilia Orchestra,0.1538,1.342,1.058,0.00067,0,0.1712,-14.452,2,0.614,323.978,8,0.406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
The Grave,Killa,0.518,1.516,1.076,0.0,12,0.364,-12.656,0,0.602,176.604,8,1.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
The Great Western Train Chase,Orangeburg Massacre,4.46e-05,0.622,1.822,0.1106,10,0.938,-9.442,2,0.1422,270.116,8,1.296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
The Heart and the Bones,Peter Brötzmann,0.664,0.43,0.593,0.465,1,0.768,-17.25,0,0.0731,118.637,4,0.339,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Holly and the Ivy,George Winston,1.978,0.796,0.812,1.686,16,0.228,-30.826,2,0.0754,302.526,6,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Lady of Shalott,Momus,0.32,0.668,0.466,0.0619,8,0.11,-9.428,1,0.0383,104.033,4,0.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Lily of the Valley,Johnny Cash,2.79,1.8119999999999998,0.51,0.0,3,0.321,-38.838,3,0.1731,522.372,9,2.4779999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
